,27,28,29,30,31,32,33,34,36,37,38,39,40,41,43,46,47,48,49,50,58
44,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
45,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
46,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
47,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
48,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
49,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
50,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
51,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
52,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
53,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
54,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
55,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
56,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
57,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
58,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
59,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
60,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
61,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
62,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
63,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
64,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
65,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
66,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
67,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
68,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
69,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
70,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
71,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
72,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
73,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
74,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
75,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
76,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
77,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
78,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
79,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
80,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
81,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
82,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
83,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
84,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
85,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
86,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
87,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
88,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
89,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
90,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
91,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
92,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
93,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
94,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
95,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
96,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
97,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
98,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
99,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
100,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
101,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
102,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
103,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
104,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
105,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
106,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
107,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
108,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
109,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
110,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
111,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
112,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
113,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
114,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
115,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
116,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
117,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
118,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
119,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
120,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
121,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
122,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
123,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
124,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
125,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
126,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
127,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
128,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
129,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
130,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
131,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
132,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
133,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
134,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
135,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
136,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
137,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
138,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
139,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
140,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
141,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
142,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
143,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
144,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
145,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
146,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
147,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
148,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
149,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
150,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
151,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
152,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
153,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
154,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
155,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
156,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
157,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
158,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
159,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
160,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
161,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
162,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
163,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
164,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
165,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
166,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
167,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
168,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
169,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
170,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
171,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
172,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
173,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
174,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
175,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
176,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
177,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
178,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
179,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
180,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
181,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
182,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
183,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
184,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
185,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
186,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
187,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
188,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
189,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
190,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
191,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
192,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
193,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
194,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
195,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
196,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
197,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
198,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
199,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
200,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
201,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
202,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
203,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
204,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
205,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
206,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
207,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
208,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
209,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
210,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
211,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
212,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
213,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
214,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
215,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
216,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
217,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
218,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
219,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
220,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
221,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
222,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
223,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
224,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
225,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
226,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
227,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
228,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
229,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
230,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
231,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
232,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
233,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
234,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
235,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
236,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
237,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
238,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
239,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
240,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
241,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
242,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
243,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
244,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
245,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
246,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
247,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
248,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
249,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
250,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
251,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
252,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
253,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
254,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
255,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
256,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
257,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
258,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
259,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
260,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
261,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
262,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
263,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
264,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
265,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
266,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
267,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
268,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
269,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
270,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
271,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
272,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
273,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
274,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
275,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
276,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
277,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
278,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
279,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
280,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
281,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
282,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
283,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
284,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
285,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
286,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
287,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
288,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
289,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
290,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
291,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
292,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
293,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
294,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
295,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
296,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
297,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
298,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
299,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
300,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
301,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
302,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
303,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
304,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
305,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
306,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
307,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
308,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
309,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
310,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
311,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
312,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
313,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
314,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
315,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
