,Unnamed: 0,Reason for Absence,Date,Transportation Expense,Distance to Work,Daily Work Load Average,Body Mass Index,Education,Children,Pets,Absenteeism Time in Hours,Unnamed: 0,27,28,29,30,31,32,33,34,36,37,38,39,40,41,43,46,47,48,49,50,58
44,44,23,09/09/2015,155,12,241.476,25,1,2,0,2,44,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
45,45,23,13/09/2015,118,10,241.476,28,1,0,0,3,45,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
46,46,23,14/09/2015,179,51,241.476,31,1,0,0,3,46,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
47,47,23,24/09/2015,291,31,241.476,25,1,1,1,4,47,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
48,48,22,04/09/2015,260,50,241.476,23,1,4,0,8,48,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
49,49,14,14/09/2015,291,31,241.476,25,1,1,1,32,49,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
50,50,0,21/09/2015,260,50,241.476,23,1,4,0,0,50,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
51,51,0,28/09/2015,225,26,241.476,24,1,1,2,0,51,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
52,52,23,08/09/2015,225,26,241.476,24,1,1,2,2,52,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
53,53,23,15/09/2015,118,10,241.476,28,1,0,0,2,53,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
54,54,0,22/09/2015,289,36,241.476,30,1,2,1,0,54,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
55,55,0,29/09/2015,118,13,241.476,31,1,1,0,0,55,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
56,56,18,16/09/2015,225,26,241.476,24,1,1,2,3,56,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
57,57,23,23/09/2015,179,51,241.476,31,1,0,0,3,57,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
58,58,0,30/09/2015,369,17,241.476,25,1,3,0,0,58,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
59,59,23,11/09/2015,248,25,241.476,32,1,2,1,1,59,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
60,60,23,18/09/2015,179,51,241.476,31,1,0,0,3,60,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
61,61,23,25/09/2015,260,50,241.476,23,1,4,0,4,61,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
62,62,23,06/10/2015,179,51,253.465,31,1,0,0,3,62,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
63,63,23,13/10/2015,118,10,253.465,28,1,0,0,3,63,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
64,64,0,14/10/2015,118,13,253.465,31,1,1,0,0,64,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
65,65,23,15/10/2015,179,26,253.465,19,3,0,0,1,65,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
66,66,23,16/10/2015,179,51,253.465,31,1,0,0,3,66,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
67,67,23,16/10/2015,225,26,253.465,24,1,1,2,3,67,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
68,68,23,06/10/2015,118,10,253.465,28,1,0,0,3,68,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
69,69,23,14/10/2015,225,26,253.465,24,1,1,2,2,69,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
70,70,23,21/10/2015,248,25,253.465,32,1,2,1,2,70,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
71,71,23,22/10/2015,291,31,253.465,25,1,1,1,5,71,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
72,72,23,21/10/2015,179,51,253.465,31,1,0,0,8,72,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
73,73,23,21/10/2015,225,26,253.465,24,1,1,2,3,73,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
74,74,19,22/10/2015,260,50,253.465,23,1,4,0,16,74,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
75,75,14,13/10/2015,291,31,253.465,25,1,1,1,8,75,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
76,76,28,20/10/2015,225,26,253.465,24,1,1,2,2,76,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
77,77,26,21/10/2015,289,36,253.465,30,1,2,1,8,77,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
78,78,23,23/10/2015,361,52,253.465,27,1,1,4,1,78,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
79,79,28,30/10/2015,260,50,253.465,23,1,4,0,3,79,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
80,80,23,05/11/2015,179,51,306.345,31,1,0,0,1,80,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
81,81,23,04/11/2015,225,26,306.345,24,1,1,2,1,81,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
82,82,13,05/11/2015,179,51,306.345,31,1,0,0,8,82,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
83,83,21,12/11/2015,179,22,306.345,22,2,2,0,8,83,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
84,84,23,19/11/2015,291,31,306.345,25,1,1,1,5,84,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
85,85,10,02/11/2015,155,12,306.345,25,1,2,0,32,85,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
86,86,22,09/11/2015,189,29,306.345,25,1,2,2,8,86,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
87,87,14,16/11/2015,291,31,306.345,25,1,1,1,40,87,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
88,88,23,18/11/2015,225,26,306.345,24,1,1,2,1,88,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
89,89,6,20/11/2015,155,12,306.345,25,1,2,0,8,89,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
90,90,23,18/11/2015,225,26,306.345,24,1,1,2,3,90,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
91,91,21,25/11/2015,179,22,306.345,22,2,2,0,8,91,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
92,92,13,20/11/2015,225,26,306.345,24,1,1,2,3,92,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
93,93,28,27/11/2015,260,50,306.345,23,1,4,0,4,93,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
94,94,28,02/11/2015,248,25,306.345,32,1,2,1,1,94,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
95,95,28,10/11/2015,225,26,306.345,24,1,1,2,3,95,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
96,96,7,11/11/2015,289,36,306.345,30,1,2,1,24,96,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
97,97,23,26/11/2015,291,31,306.345,25,1,1,1,3,97,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
98,98,23,01/12/2015,248,25,261.306,32,1,2,1,1,98,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
99,99,19,01/12/2015,118,10,261.306,28,1,0,0,64,99,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
100,100,23,02/12/2015,118,13,261.306,31,1,1,0,2,100,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
101,101,26,02/12/2015,235,11,261.306,29,3,1,1,8,101,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
102,102,23,03/12/2015,225,26,261.306,24,1,1,2,2,102,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
103,103,26,04/12/2015,260,50,261.306,23,1,4,0,8,103,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
104,104,19,08/12/2015,118,10,261.306,28,1,0,0,56,104,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
105,105,22,09/12/2015,361,52,261.306,27,1,1,4,8,105,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
106,106,28,10/12/2015,225,26,261.306,24,1,1,2,3,106,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
107,107,28,11/12/2015,260,50,261.306,23,1,4,0,3,107,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
108,108,23,15/12/2015,225,26,261.306,24,1,1,2,2,108,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
109,109,22,16/12/2015,361,52,261.306,27,1,1,4,8,109,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
110,110,27,11/12/2015,118,10,261.306,28,1,0,0,2,110,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
111,111,19,18/12/2015,246,25,261.306,23,1,0,0,8,111,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
112,112,23,18/12/2015,225,26,261.306,24,1,1,2,2,112,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
113,113,23,06/01/2016,225,26,308.593,24,1,1,2,1,113,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
114,114,19,04/01/2016,118,10,308.593,28,1,0,0,1,114,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
115,115,27,05/01/2016,118,10,308.593,28,1,0,0,1,115,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
116,116,18,05/01/2016,155,12,308.593,25,1,2,0,8,116,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
117,117,27,06/01/2016,225,26,308.593,24,1,1,2,2,117,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
118,118,23,07/01/2016,184,42,308.593,21,1,0,0,2,118,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
119,119,28,07/01/2016,225,26,308.593,24,1,1,2,2,119,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
120,120,27,08/01/2016,225,26,308.593,24,1,1,2,1,120,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
121,121,27,11/01/2016,118,10,308.593,28,1,0,0,2,121,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
122,122,27,12/01/2016,225,26,308.593,24,1,1,2,2,122,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
123,123,27,12/01/2016,118,10,308.593,28,1,0,0,2,123,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
124,124,27,13/01/2016,118,10,308.593,28,1,0,0,2,124,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
125,125,27,14/01/2016,118,10,308.593,28,1,0,0,2,125,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
126,126,27,15/01/2016,118,10,308.593,28,1,0,0,2,126,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
127,127,27,11/01/2016,118,10,308.593,28,1,0,0,2,127,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
128,128,27,12/01/2016,118,10,308.593,28,1,0,0,2,128,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
129,129,18,12/01/2016,179,26,308.593,19,3,0,0,8,129,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
130,130,18,12/01/2016,289,36,308.593,30,1,2,1,8,130,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
131,131,27,13/01/2016,118,10,308.593,28,1,0,0,2,131,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
132,132,23,21/01/2016,184,42,308.593,21,1,0,0,2,132,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
133,133,27,28/01/2016,118,10,308.593,28,1,0,0,2,133,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
134,134,27,25/01/2016,118,10,308.593,28,1,0,0,0,134,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
135,135,23,26/01/2016,225,26,308.593,24,1,1,2,1,135,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
136,136,22,28/01/2016,289,36,308.593,30,1,2,1,3,136,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
137,137,23,05/02/2016,184,42,302.585,21,1,0,0,1,137,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
138,138,1,03/02/2016,246,25,302.585,23,1,0,0,8,138,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
139,139,11,10/02/2016,179,51,302.585,31,1,0,0,8,139,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
140,140,28,11/02/2016,155,12,302.585,25,1,2,0,2,140,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
141,141,23,11/02/2016,189,29,302.585,25,1,2,2,8,141,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
142,142,28,12/02/2016,260,50,302.585,23,1,4,0,2,142,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
143,143,22,12/02/2016,289,36,302.585,30,1,2,1,8,143,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
144,144,11,08/02/2016,388,15,302.585,24,1,0,0,8,144,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
145,145,1,09/02/2016,388,15,302.585,24,1,0,0,8,145,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
146,146,28,15/02/2016,225,26,302.585,24,1,1,2,2,146,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
147,147,23,09/02/2016,225,26,302.585,24,1,1,2,2,147,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
148,148,23,16/02/2016,179,26,302.585,19,3,0,0,1,148,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
149,149,23,23/02/2016,184,42,302.585,21,1,0,0,8,149,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
150,150,25,25/02/2016,225,26,302.585,24,1,1,2,3,150,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
151,151,18,15/02/2016,330,16,302.585,25,2,0,0,8,151,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
152,152,23,16/02/2016,330,16,302.585,25,2,0,0,1,152,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
153,153,23,17/02/2016,225,26,302.585,24,1,1,2,1,153,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
154,154,19,25/02/2016,189,29,302.585,25,1,2,2,8,154,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
155,155,28,01/03/2016,291,50,343.253,23,1,0,0,2,155,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
156,156,19,01/03/2016,260,50,343.253,23,1,4,0,8,156,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
157,157,19,08/03/2016,157,27,343.253,22,1,0,0,3,157,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
158,158,17,15/03/2016,179,22,343.253,22,2,2,0,8,158,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
159,159,22,16/03/2016,291,31,343.253,25,1,1,1,8,159,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
160,160,13,02/03/2016,260,50,343.253,23,1,4,0,8,160,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
161,161,13,03/03/2016,179,26,343.253,19,3,0,0,8,161,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
162,162,14,04/03/2016,248,25,343.253,32,1,2,1,3,162,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
163,163,13,04/03/2016,260,50,343.253,23,1,4,0,40,163,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
164,164,11,07/03/2016,179,22,343.253,22,2,2,0,40,164,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
165,165,1,14/03/2016,155,12,343.253,25,1,2,0,16,165,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
166,166,26,21/03/2016,260,50,343.253,23,1,4,0,16,166,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
167,167,13,22/03/2016,155,12,343.253,25,1,2,0,8,167,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
168,168,6,24/03/2016,289,36,343.253,30,1,2,1,8,168,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
169,169,8,24/03/2016,179,22,343.253,22,2,2,0,8,169,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
170,170,28,25/03/2016,260,50,343.253,23,1,4,0,4,170,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
171,171,23,25/03/2016,225,26,343.253,24,1,1,2,1,171,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
172,172,14,28/03/2016,279,5,343.253,24,1,2,0,8,172,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
173,173,13,29/03/2016,179,51,343.253,31,1,0,0,24,173,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
174,174,23,30/03/2016,225,26,343.253,24,1,1,2,2,174,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
175,175,11,28/03/2016,225,26,343.253,24,1,1,2,8,175,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
176,176,13,28/03/2016,179,26,343.253,19,3,0,0,1,176,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
177,177,11,29/03/2016,225,26,343.253,24,1,1,2,8,177,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
178,178,11,30/03/2016,225,26,343.253,24,1,1,2,16,178,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
179,179,13,30/03/2016,179,51,343.253,31,1,0,0,3,179,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
180,180,14,17/03/2016,279,5,343.253,24,1,2,0,16,180,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
181,181,28,18/03/2016,225,26,343.253,24,1,1,2,2,181,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
182,182,14,25/03/2016,248,25,343.253,32,1,2,1,3,182,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
